,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE
20811,VEREADOR,ALEXSANDRO GONÇALVES DE SÁ,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,PARDA,36,ENSINO FUNDAMENTAL INCOMPLETO,ITAGUAÍ
20812,VEREADOR,WAGNER DE ANDRADE PIMENTA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,SÃO GONÇALO
20813,VEREADOR,DIEGO CERQUEIRA LOPES GROSSI,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,34,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
20814,VEREADOR,ANTONIO CARLOS FERREIRA DO NASCIMENTO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,32,SUPERIOR INCOMPLETO,ITAGUAÍ
20815,VEREADOR,MARIA DAS GRAÇAS DE SOUZA PIRES,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,56,SUPERIOR COMPLETO,MENDES
20816,VEREADOR,JORGE ALVES,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,67,SUPERIOR COMPLETO,NOVA FRIBURGO
20817,VEREADOR,ADEMIR CARARINE DOS SANTOS,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,62,SUPERIOR COMPLETO,ITALVA
20818,VEREADOR,WALDILEA PENELUC DOS SANTOS LIRIO DUTRA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,PRETA,31,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS
20819,VEREADOR,ROSANE MARIA BARRETO DE BARROS,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,PARDA,54,SUPERIOR COMPLETO,QUISSAMÃ
20820,VEREADOR,BRUNA RAFAELA SILVA ARAUJO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,PARDA,21,ENSINO MÉDIO INCOMPLETO,NILÓPOLIS
20821,VEREADOR,PEDRO PAULO NEVES DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,38,SUPERIOR INCOMPLETO,NITERÓI
20822,VEREADOR,DANIEL DIAS DE MATOS,#NULO#,PARTIDO VERDE,MASCULINO,PARDA,37,ENSINO MÉDIO COMPLETO,MESQUITA
20823,VEREADOR,ANTÔNIO CARLOS PEREIRA FILHO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,48,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
20824,VEREADOR,JOSELITO HERMINIO DE SANTANA,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,40,ENSINO FUNDAMENTAL COMPLETO,CABO FRIO
20825,VEREADOR,ADELINO PEREIRA DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,58,SUPERIOR COMPLETO,ARARUAMA
20826,VEREADOR,PAULO CÉSAR DA SILVA,#NULO#,SOLIDARIEDADE,MASCULINO,PRETA,46,SUPERIOR COMPLETO,PARAÍBA DO SUL
20827,VEREADOR,MARIA DA CONCEIÇÃO DOS SANTOS MORENO,#NULO#,PARTIDO PROGRESSISTA,FEMININO,PRETA,51,ENSINO MÉDIO COMPLETO,ANGRA DOS REIS
20828,VEREADOR,REINALDO GONÇALVES DE SOUZA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,34,ENSINO MÉDIO COMPLETO,SÃO SEBASTIÃO DO ALTO
20829,VEREADOR,WALTER LOPES DE SOUSA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,52,ENSINO MÉDIO COMPLETO,BARRA MANSA
20830,VEREADOR,ATAIR DA SILVA MEDEIROS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,64,SUPERIOR INCOMPLETO,RESENDE
20831,VEREADOR,DJALMA SOUSA GOMES FILHO,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,PARDA,48,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
20832,VEREADOR,OSANIA PEREIRA RODRIGUES DE LIMA,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,PARDA,45,ENSINO MÉDIO INCOMPLETO,SANTO ANTÔNIO DE PÁDUA
20833,VEREADOR,DEBORAH BATISTA DA PAIXÃO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,37,ENSINO MÉDIO COMPLETO,MESQUITA
20834,VEREADOR,ROSILENY DUARTE GUARINO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,PARDA,52,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
20835,VEREADOR,MANASE SANUTO DE ANDRADE,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,PRETA,35,ENSINO MÉDIO INCOMPLETO,TRÊS RIOS
20836,VEREADOR,ELACIEL EVANGELISTA BERÇOT,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,58,ENSINO FUNDAMENTAL COMPLETO,PIRAÍ
20837,VEREADOR,MARCO AURELIO DOS SANTOS,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,44,ENSINO MÉDIO INCOMPLETO,DUQUE DE CAXIAS
20838,VEREADOR,JANETE VIEIRA ALVARES,#NULO#,SOLIDARIEDADE,FEMININO,PARDA,61,ENSINO MÉDIO COMPLETO,NITERÓI
20839,VEREADOR,NILDA DA COSTA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,44,SUPERIOR COMPLETO,JAPERI
20840,VEREADOR,EDILSON DA SILVA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,PARDA,49,ENSINO MÉDIO COMPLETO,QUISSAMÃ
20841,VEREADOR,ROBSON DIAS DOS SANTOS NUNES,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,PARDA,47,ENSINO FUNDAMENTAL INCOMPLETO,MESQUITA
20842,VEREADOR,JORCE MAIA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,PRETA,56,LÊ E ESCREVE,MACAÉ
20843,VEREADOR,FERNANDO SEBASTIÃO BEZERRA DE LIMA,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,PARDA,44,SUPERIOR COMPLETO,MARICÁ
20844,VEREADOR,KELY CRISTINA AZEREDO DE OLIVEIRA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,PARDA,52,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES
20845,VEREADOR,WANDA FERREIRA CARNEIRO DUTRA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,PARDA,62,SUPERIOR COMPLETO,CASIMIRO DE ABREU
20846,VEREADOR,EMANUEL MEDEIROS DA SILVA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,45,ENSINO MÉDIO COMPLETO,ITAPERUNA
20847,VEREADOR,PAULO HENRIQUE MOURA DE OLIVEIRA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PARDA,56,ENSINO MÉDIO COMPLETO,QUATIS
20848,VEREADOR,JOSÉ CARLOS DA SILVA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,58,ENSINO FUNDAMENTAL COMPLETO,BARRA MANSA
20849,VEREADOR,MARTA CORDEIRO DA SILVA,#NULO#,SOLIDARIEDADE,FEMININO,BRANCA,48,ENSINO MÉDIO INCOMPLETO,SÃO FRANCISCO DE ITABAPOANA
20850,VEREADOR,FÁBIO CAMARGO DA FONSECA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,42,SUPERIOR COMPLETO,ARMAÇÃO DOS BÚZIOS
20851,VEREADOR,RAMATIZ ALVES PEREIRA,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,60,SUPERIOR COMPLETO,VOLTA REDONDA
20852,VEREADOR,VALÉRIA CRISTINA GOMES,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,44,SUPERIOR COMPLETO,NOVA FRIBURGO
20853,VEREADOR,MARTA VALERIA MARTINS DA SILVA,#NULO#,PARTIDO TRABALHISTA CRISTÃO,FEMININO,BRANCA,52,ENSINO FUNDAMENTAL INCOMPLETO,DUQUE DE CAXIAS
20854,VEREADOR,RAFAEL REIS PEREIRA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PRETA,30,ENSINO FUNDAMENTAL INCOMPLETO,SÃO JOÃO DE MERITI
20855,VEREADOR,ANTONIO CARLOS DE MIRANDA,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,PRETA,54,ENSINO MÉDIO INCOMPLETO,SAQUAREMA
20856,VEREADOR,ANDRÉA CRISTINA DE SOUZA,#NULO#,PARTIDO SOCIAL LIBERAL,FEMININO,PRETA,37,LÊ E ESCREVE,BELFORD ROXO
20857,VEREADOR,ARISTIDES ANGELO BARCELOS NETO,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,PARDA,50,ENSINO MÉDIO COMPLETO,MANGARATIBA
20858,VEREADOR,CLAUDIA MARIA DO AMARAL,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,PRETA,51,ENSINO MÉDIO COMPLETO,MANGARATIBA
20859,VEREADOR,MACIANE GOMES MOREIRA DA CRUZ,#NULO#,PARTIDO SOCIAL LIBERAL,FEMININO,PARDA,39,ENSINO MÉDIO COMPLETO,SÃO FRANCISCO DE ITABAPOANA
20860,VEREADOR,ROBINSON DIAS LINO,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,PARDA,53,ENSINO FUNDAMENTAL COMPLETO,VOLTA REDONDA
20861,VEREADOR,HISSAKO KATSUMOTO,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,75,ENSINO FUNDAMENTAL COMPLETO,PETRÓPOLIS
20862,VEREADOR,CARLOS AUGUSTO DE SOUZA BAGIO,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,BRANCA,35,ENSINO FUNDAMENTAL COMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO
20863,VEREADOR,NIVEA MEDEIROS MACHADO ALMEIDA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,45,ENSINO FUNDAMENTAL COMPLETO,BELFORD ROXO
20864,VEREADOR,ROBSON TAVARES DOS SANTOS,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS
20865,VEREADOR,THIAGO DAMASIO DE SOUZA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,PRETA,33,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ
20866,VEREADOR,WILSON MARINHO DOS SANTOS,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,PARDA,61,ENSINO FUNDAMENTAL COMPLETO,CASIMIRO DE ABREU
20867,VEREADOR,LUIZ LOURENÇO DE PAULA,#NULO#,DEMOCRATAS,MASCULINO,PRETA,55,LÊ E ESCREVE,LAJE DO MURIAÉ
20868,VEREADOR,CARLOS ALBERTO DE LUCENA CAMPOS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,PARDA,45,ENSINO MÉDIO COMPLETO,BELFORD ROXO
20869,VEREADOR,FÁBIO STUMPO DE LIMA,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,BRANCA,40,SUPERIOR INCOMPLETO,MESQUITA
20870,VEREADOR,LUCIA RODRIGUES PERES DE CARVALHO,#NULO#,PARTIDO SOCIAL LIBERAL,FEMININO,BRANCA,61,ENSINO MÉDIO COMPLETO,SAQUAREMA
20871,VEREADOR,CARLOS JOSE DOS SANTOS DELGADO,#NULO#,PARTIDO NOVO,MASCULINO,BRANCA,49,SUPERIOR COMPLETO,RIO DE JANEIRO
20872,VEREADOR,RODRIGO BARBOSA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PRETA,35,ENSINO MÉDIO COMPLETO,PORTO REAL
20873,VEREADOR,GIDEÃO DUARTE GONÇALVES,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,BRANCA,53,ENSINO MÉDIO COMPLETO,MIRACEMA
20875,VEREADOR,EVANY MAURO COUTINHO,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,PRETA,56,ENSINO MÉDIO COMPLETO,MANGARATIBA
20876,VEREADOR,JOSÉ VALTER DE MACEDO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,53,ENSINO MÉDIO COMPLETO,JAPERI
20877,VEREADOR,MOACIR SOARES MOREIRA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,40,ENSINO MÉDIO COMPLETO,ITATIAIA
20878,VEREADOR,MARLIM MORAES DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,42,ENSINO MÉDIO COMPLETO,ITABORAÍ
20879,VEREADOR,JOSE AMBROSIO ALVES FEITOSA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,PARDA,53,ENSINO FUNDAMENTAL COMPLETO,MESQUITA
20880,VEREADOR,JOÃO CARLOS LOPES DE ARAUJO,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,PRETA,59,SUPERIOR COMPLETO,RIO DE JANEIRO
20881,VEREADOR,JAIR RODRIGUES DE PAIVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,PARDA,35,ENSINO FUNDAMENTAL INCOMPLETO,ENGENHEIRO PAULO DE FRONTIN
20882,VEREADOR,JOSE ANTONIO DE OLIVEIRA AGAPITO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PRETA,54,ENSINO FUNDAMENTAL INCOMPLETO,BELFORD ROXO
20883,VEREADOR,MARIA APARECIDA PEREIRA DA SILVA,#NULO#,PARTIDO ECOLÓGICO NACIONAL,FEMININO,BRANCA,46,SUPERIOR INCOMPLETO,ANGRA DOS REIS
20884,VEREADOR,CLAUDIO MARCO MARTINS BITTENCOURT,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,62,SUPERIOR COMPLETO,VOLTA REDONDA
20885,VEREADOR,DANIELE AGUIAR GUIMARÃES,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,36,ENSINO MÉDIO COMPLETO,ARRAIAL DO CABO
20886,VEREADOR,ELCIO ANGELO MACHADO,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,PRETA,53,SUPERIOR COMPLETO,SÃO FRANCISCO DE ITABAPOANA
20887,VEREADOR,MARCOS ANTÔNIO DE MEDEIROS,#NULO#,SOLIDARIEDADE,MASCULINO,PARDA,39,ENSINO MÉDIO COMPLETO,PARAÍBA DO SUL
20888,VEREADOR,ANDRESSA MENDES DE ALBUQUERQUE RODRIGUES,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,30,ENSINO MÉDIO COMPLETO,GUAPIMIRIM
20889,VEREADOR,JOAQUIM FELIPE NERI,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,63,LÊ E ESCREVE,SÃO JOSÉ DO VALE DO RIO PRETO
20890,VEREADOR,JOSE OMAR FONSECA GECLER,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,34,ENSINO FUNDAMENTAL INCOMPLETO,MACUCO
20891,VEREADOR,JOSÉ JADENILSO DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,45,SUPERIOR COMPLETO,QUATIS
20892,VEREADOR,GEREMIAS JOSÉ SANTOS DE SOUZA,#NULO#,SOLIDARIEDADE,MASCULINO,AMARELA,41,ENSINO FUNDAMENTAL INCOMPLETO,BELFORD ROXO
20894,VEREADOR,PIERO DE MATOS CABRAL,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,35,SUPERIOR COMPLETO,SÃO GONÇALO
20895,VEREADOR,JOSÉ AGOSTINHO DE SOUZA NETO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,49,SUPERIOR COMPLETO,NATIVIDADE
20896,VEREADOR,FABIANA CRISTINA FERREIRA SILVA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,BRANCA,39,SUPERIOR COMPLETO,CACHOEIRAS DE MACACU
20897,VEREADOR,REGINA DULCE DA SILVA BADARÓ CORREA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,58,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
20898,VEREADOR,MILITÃO FABIANO ALVES DE MAGALHÃES NETTO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,47,SUPERIOR COMPLETO,RIO DAS FLORES
20899,VEREADOR,ROSALI RODRIGUES DA CONCEIÇÃO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,PRETA,45,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI
20900,VEREADOR,MARIA ESTER DE SANTA ROSA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,46,SUPERIOR COMPLETO,ARARUAMA
20901,VEREADOR,MARIA ASSUNÇÃO MENDES GUIMARÃES DA COSTA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,BRANCA,65,SUPERIOR COMPLETO,IGUABA GRANDE
20902,VEREADOR,FRANCISCO ALVES RODRIGUES,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,58,ENSINO FUNDAMENTAL COMPLETO,MESQUITA
20903,VEREADOR,JOSÉ ROBERTO MONTEIRO,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,PARDA,50,SUPERIOR COMPLETO,SÃO GONÇALO
20904,VEREADOR,JENNIFER DOS SANTOS RODRIGUES,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,25,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
20905,VEREADOR,ROSANGELA SIMOES COSTA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,PARDA,55,SUPERIOR COMPLETO,RIO DE JANEIRO
20906,VEREADOR,ALEXANDRE GORDO RIBEIRO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,AMARELA,49,ENSINO FUNDAMENTAL COMPLETO,QUEIMADOS
20907,VEREADOR,CARLOS AUGUSTO DINIZ,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,BRANCA,53,ENSINO MÉDIO COMPLETO,ITAOCARA
20908,VEREADOR,LEMUEL RIBEIRO DE SOUZA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,PARDA,47,ENSINO MÉDIO COMPLETO,BELFORD ROXO
20909,VEREADOR,ILCA DE PAULA PINTO,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,PARDA,47,ENSINO FUNDAMENTAL INCOMPLETO,DUQUE DE CAXIAS
20911,VEREADOR,ALVARO DE ARAUJO OLIVEIRA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,56,SUPERIOR COMPLETO,MENDES
20912,VEREADOR,MARCIO FERREIRA MARIANO,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,40,ENSINO FUNDAMENTAL COMPLETO,MAGÉ
20913,VEREADOR,LEONARDI VIEIRA JORGE,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,PRETA,39,SUPERIOR COMPLETO,RIO DE JANEIRO
20914,VEREADOR,JULIO CESAR DA SILVA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,PARDA,52,ENSINO MÉDIO COMPLETO,ITATIAIA
20915,VEREADOR,CARLOS ALBERTO SOARES BARTOLO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,51,SUPERIOR COMPLETO,MESQUITA
20916,VEREADOR,TANIA LUCIA MORETE,#NULO#,PARTIDO PROGRESSISTA,FEMININO,PARDA,45,ENSINO FUNDAMENTAL COMPLETO,SÃO GONÇALO
20918,VEREADOR,ANGELICA DE FATIMA MANHAES CORDEIRO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,34,SUPERIOR INCOMPLETO,CARAPEBUS
20919,VEREADOR,PATRICIA JOSÉ DA SILVA,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,PARDA,44,ENSINO MÉDIO COMPLETO,ITAGUAÍ
20920,VEREADOR,ANDERSON RIBEIRO MIRANDA,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,PARDA,31,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS
20922,VEREADOR,LUIS FERNANDO DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,34,SUPERIOR COMPLETO,RIO DAS FLORES
20923,VEREADOR,REGINALDO LEITE GONÇALVES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,49,ENSINO FUNDAMENTAL COMPLETO,CANTAGALO
20924,VEREADOR,VALDIR JESUS DE SOUZA,#NULO#,PARTIDO VERDE,MASCULINO,PARDA,40,ENSINO MÉDIO COMPLETO,COMENDADOR LEVY GASPARIAN
20925,VEREADOR,PAULO SERGIO LOPES DA COSTA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,52,ENSINO MÉDIO COMPLETO,PARACAMBI
20926,VEREADOR,ELIZÂNGELA MUNIZ CABRAL,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PARDA,35,ENSINO MÉDIO COMPLETO,NATIVIDADE
20927,VEREADOR,LUIZ FERNANDO SANTOS FRAGA,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,PRETA,27,ENSINO MÉDIO COMPLETO,PATY DO ALFERES
20928,VEREADOR,VITOR CESAR FERREIRA DA SILVA,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,33,SUPERIOR COMPLETO,CABO FRIO
20929,VEREADOR,CLAUDENIR BARCELOS DE OLIVEIRA PIMENTEL,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,PRETA,52,ENSINO MÉDIO INCOMPLETO,SÃO FIDÉLIS
20930,VEREADOR,DENISE GUIMARAES BRASIL,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,53,ENSINO MÉDIO COMPLETO,PARAÍBA DO SUL
20931,VEREADOR,DEODORO DOS SANTOS BENTO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PRETA,40,ENSINO MÉDIO COMPLETO,SANTO ANTÔNIO DE PÁDUA
20932,VEREADOR,ELISANGELA MARTINS DE MELO ALVES,#NULO#,SOLIDARIEDADE,FEMININO,BRANCA,40,SUPERIOR INCOMPLETO,SÃO JOÃO DE MERITI
20933,VEREADOR,ANNIBAL MARTINS FERREIRA JUNIOR,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,54,ENSINO MÉDIO COMPLETO,SÃO PEDRO DA ALDEIA
20934,VEREADOR,JOSE MAURICIO DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,BRANCA,39,ENSINO MÉDIO COMPLETO,MARICÁ
20935,VEREADOR,JAIRO LIMA DA PAZ,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PARDA,51,ENSINO MÉDIO COMPLETO,QUEIMADOS
20936,VEREADOR,CARMEN SHEILA SOARES FERREIRA,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,PARDA,40,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES
20937,VEREADOR,JOSE CARLOS TAVARES VICENTE,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,PARDA,73,SUPERIOR COMPLETO,SÃO GONÇALO
20938,VEREADOR,PAULO RICARDO LORENÇÃO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,SAQUAREMA
20939,VEREADOR,MARIA CRISTINA DO NASCIMENTO FLORES,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,61,ENSINO FUNDAMENTAL COMPLETO,NOVA IGUAÇU
20940,VEREADOR,JONAS MORAES DOS SANTOS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,49,SUPERIOR COMPLETO,SILVA JARDIM
20941,VEREADOR,LUCIANO DOS SANTOS ALCANTARA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,40,SUPERIOR COMPLETO,SÃO GONÇALO
20942,VEREADOR,MARIA SIMONE NOGUEIRA GOMES,#NULO#,PARTIDO PROGRESSISTA,FEMININO,PRETA,44,ENSINO MÉDIO COMPLETO,VALENÇA
20944,VEREADOR,ABIEL CARVALHO DE AQUINO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,PARDA,55,SUPERIOR INCOMPLETO,RIO DE JANEIRO
20945,VEREADOR,RAFAELA DE OLIVEIRA MARQUES DA COSTA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,39,ENSINO MÉDIO INCOMPLETO,VASSOURAS
20946,VEREADOR,NILTON RODRIGUES DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,60,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ
20947,VEREADOR,FRANCISCO MARCELO BANDEIRA BATISTA,#NULO#,PARTIDO NOVO,MASCULINO,BRANCA,29,SUPERIOR COMPLETO,RIO DE JANEIRO
20948,VEREADOR,SERGIO RENATO PEREIRA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,51,ENSINO MÉDIO COMPLETO,MAGÉ
20949,VEREADOR,DARIO DA COSTA E SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,58,ENSINO FUNDAMENTAL COMPLETO,MAGÉ
20950,VEREADOR,JENORA TEIXEIRA DA CRUZ,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,PARDA,50,ENSINO FUNDAMENTAL INCOMPLETO,NOVA IGUAÇU
20951,VEREADOR,MARCO AURÉLIO SEABRA FERRAZ,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,52,ENSINO FUNDAMENTAL INCOMPLETO,BOM JARDIM
20952,VEREADOR,SAULO ARAUJO CALZOLARI,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,48,SUPERIOR COMPLETO,PORCIÚNCULA
