,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE
12516,VEREADOR,MARIA JOSÉ FILGUEIRA DA CUNHA MENDES,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,44,ENSINO MÉDIO COMPLETO,QUEIMADOS
12517,VEREADOR,JOSÉ RODOLFO SILVA DE SIQUEIRA DE OLIVEIRA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,38,ENSINO MÉDIO COMPLETO,ARARUAMA
12518,VEREADOR,LUIS CLAUDIO SERENO DE OLIVEIRA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,48,ENSINO MÉDIO COMPLETO,QUEIMADOS
12520,VEREADOR,ANTONIO JUNIOR RODRIGUES DE SOUZA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,37,ENSINO MÉDIO COMPLETO,TRAJANO DE MORAES
12521,VEREADOR,ROGERIO DA ROCHA FERREIRA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,44,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
12522,VEREADOR,JOSE ROBERTO MOREIRA DE SOUZA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PRETA,36,ENSINO MÉDIO COMPLETO,ANGRA DOS REIS
12523,VEREADOR,MARCELO MOREIRA DE OLIVEIRA,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,47,SUPERIOR COMPLETO,VALENÇA
12524,VEREADOR,JESSÉ CORTES VIEIRA,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,PRETA,64,ENSINO MÉDIO COMPLETO,ITAGUAÍ
12526,VEREADOR,ANA PAULA RODRIGUES DOS SANTOS,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PRETA,41,ENSINO MÉDIO COMPLETO,PARAÍBA DO SUL
12527,VEREADOR,MATHEUS GABRIEL SILVA,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,32,SUPERIOR COMPLETO,RIO DE JANEIRO
12528,VEREADOR,ALEXANDRE DA SILVA SANTOS,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PRETA,41,SUPERIOR INCOMPLETO,DUQUE DE CAXIAS
12529,VEREADOR,ADÃO AZAMBUJA VIANNA NETO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,52,ENSINO MÉDIO COMPLETO,PARATY
12530,VEREADOR,GABRIEL DE OLIVEIRA RODRIGUES,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,29,SUPERIOR COMPLETO,NITERÓI
12531,VEREADOR,JOÃO BATISTA DE SOUZA FILHO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,BRANCA,56,SUPERIOR INCOMPLETO,RIO DE JANEIRO
12533,VEREADOR,MARLON DOS SANTOS PESSOA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,PARDA,41,ENSINO FUNDAMENTAL COMPLETO,PINHEIRAL
12534,VEREADOR,ALEXANDRE GUITHON DE FREITAS,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,41,ENSINO MÉDIO COMPLETO,ITAGUAÍ
12535,VEREADOR,CARLA MEDEIROS DE OLIVEIRA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,BRANCA,44,SUPERIOR INCOMPLETO,RIO DE JANEIRO
12536,VEREADOR,DALVA ZAMPERLINI,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,78,ENSINO FUNDAMENTAL COMPLETO,CABO FRIO
12537,VEREADOR,MARCELO JOSÉ MADALENA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,PRETA,47,ENSINO MÉDIO COMPLETO,NOVA IGUAÇU
12538,VEREADOR,CLÁUDIA GEORGIA DA SILVA MACHADO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,47,ENSINO MÉDIO COMPLETO,RIO DAS FLORES
12539,VEREADOR,MARIA DA CONCEIÇÃO ZACHARIAS,#NULO#,SOLIDARIEDADE,FEMININO,BRANCA,56,SUPERIOR COMPLETO,RIO DE JANEIRO
12540,VEREADOR,SABRINA PEREIRA AZEREDO,#NULO#,PARTIDO PROGRESSISTA,FEMININO,BRANCA,40,ENSINO MÉDIO COMPLETO,BOM JESUS DO ITABAPOANA
12541,VEREADOR,ROSELI CAETANA DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PRETA,58,ENSINO FUNDAMENTAL INCOMPLETO,ITAGUAÍ
12542,VEREADOR,MARIA CLAUDIA PEREIRA SANTOS,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PRETA,41,ENSINO MÉDIO COMPLETO,RESENDE
12543,VEREADOR,MARCO AURELIO DE PAULA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,PRETA,52,ENSINO MÉDIO COMPLETO,RESENDE
12544,VEREADOR,SONIA MARIA DA FONSECA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,46,SUPERIOR COMPLETO,ANGRA DOS REIS
12545,VEREADOR,ADEMILSON MOREIRA,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,BRANCA,43,ENSINO FUNDAMENTAL COMPLETO,PORTO REAL
12546,VEREADOR,WANDERSON FERREIRA RODRIGUES,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,39,ENSINO FUNDAMENTAL INCOMPLETO,SEROPÉDICA
12547,VEREADOR,GERALDO DIAS DE ANDRADE,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,51,ENSINO FUNDAMENTAL INCOMPLETO,SANTO ANTÔNIO DE PÁDUA
12548,VEREADOR,REGINA MARIA FLOR ROCHA PINTO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,PARDA,54,ENSINO FUNDAMENTAL COMPLETO,BARRA MANSA
12549,VEREADOR,JOAO BATISTA HENRIQUE,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PRETA,54,ENSINO FUNDAMENTAL COMPLETO,BELFORD ROXO
12550,VEREADOR,LEANDRO SIQUEIRA ESTEVES,#NULO#,DEMOCRATAS,MASCULINO,PARDA,33,ENSINO MÉDIO COMPLETO,VASSOURAS
12551,VEREADOR,FABIO ALMEIDA BATISTA DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,39,SUPERIOR COMPLETO,ARMAÇÃO DOS BÚZIOS
12552,VEREADOR,SILVANA DA SILVA PIRES,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,45,ENSINO MÉDIO COMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO
12553,VEREADOR,INGRID CORDEIRO DOS SANTOS,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,BRANCA,42,ENSINO MÉDIO COMPLETO,CARAPEBUS
12554,VEREADOR,PAULO CESAR DE AZEVEDO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,49,ENSINO FUNDAMENTAL INCOMPLETO,CARAPEBUS
12555,VEREADOR,CRISTIANO APOLINÁRIO LOPES,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,PARDA,33,ENSINO MÉDIO COMPLETO,ITAGUAÍ
12556,VEREADOR,ANA CRISTINA DANTAS DE FREITAS,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PARDA,23,ENSINO MÉDIO COMPLETO,PARAÍBA DO SUL
12557,VEREADOR,FLAVIO EDUARDO DA COSTA BRITO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,PARDA,41,ENSINO MÉDIO COMPLETO,SILVA JARDIM
12559,VEREADOR,LUIZ ALBERTO VIEIRA XAVIER,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,54,ENSINO MÉDIO COMPLETO,JAPERI
12560,VEREADOR,CLÁUDIO SARKIS ASSIS,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,51,SUPERIOR COMPLETO,VALENÇA
12561,VEREADOR,JORGE MANOEL VIDAL CLEMENTE,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,51,SUPERIOR COMPLETO,ITAGUAÍ
12562,VEREADOR,EDMILSON SILVA MARTINS,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,41,ENSINO MÉDIO COMPLETO,SILVA JARDIM
12563,VEREADOR,ELIESIO DE ANDRADE,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,57,ENSINO FUNDAMENTAL INCOMPLETO,SÃO JOÃO DE MERITI
12564,VEREADOR,GISELDA TRINDADE LESSA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,BRANCA,49,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
12565,VEREADOR,JAIR FERREIRA DE MELLO,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,45,SUPERIOR INCOMPLETO,SÃO GONÇALO
12566,VEREADOR,JOSÉ PEREIRA SANTOS,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,PRETA,40,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
12567,VEREADOR,DELMIRO MANOEL DA SILVA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,PRETA,42,ENSINO MÉDIO COMPLETO,CARAPEBUS
12568,VEREADOR,RAQUEL SALES BARRETO,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,BRANCA,32,SUPERIOR COMPLETO,NITERÓI
12569,VEREADOR,MARCELO NASCIMENTO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,PRETA,24,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO
12570,VEREADOR,MARCELO COSTA TEIXEIRA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PARDA,44,SUPERIOR INCOMPLETO,MESQUITA
12571,VEREADOR,LILIAN VELOZO OLIVEIRA,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,PARDA,38,SUPERIOR INCOMPLETO,DUQUE DE CAXIAS
12572,VEREADOR,LAERCIO PEREIRA DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,52,ENSINO FUNDAMENTAL INCOMPLETO,BELFORD ROXO
12573,VEREADOR,CARLOS FRANCISCO PORTINHO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,43,SUPERIOR COMPLETO,RIO DE JANEIRO
12575,VEREADOR,MICHAEL GEORGE COSTA CARNEIRO,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,40,SUPERIOR COMPLETO,MESQUITA
12576,VEREADOR,MANOEL JESUS DA SILVA,#NULO#,DEMOCRATAS,MASCULINO,PARDA,63,ENSINO FUNDAMENTAL COMPLETO,ARARUAMA
12577,VEREADOR,MANOEL FERNANDO MONTEIRO DE ALMEIDA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,71,SUPERIOR COMPLETO,ARARUAMA
12580,VEREADOR,JOSE GERALDO DE OLIVEIRA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,PRETA,61,ENSINO FUNDAMENTAL INCOMPLETO,MIRACEMA
12581,VEREADOR,VICENTE GONÇALVES DO NASCIMENTO,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,77,ENSINO MÉDIO INCOMPLETO,BARRA DO PIRAÍ
12582,VEREADOR,ANA MARIA SILVA BARRETO,#NULO#,PARTIDO PROGRESSISTA,FEMININO,PRETA,66,ENSINO MÉDIO INCOMPLETO,MIGUEL PEREIRA
12583,VEREADOR,CESAR GUIMARÃES GAMA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,61,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ
12584,VEREADOR,MACDOWEL FAGUNDES,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,PRETA,41,ENSINO FUNDAMENTAL COMPLETO,NOVA IGUAÇU
12585,VEREADOR,CREUSA MARIA DE LIMA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,45,ENSINO FUNDAMENTAL INCOMPLETO,SANTO ANTÔNIO DE PÁDUA
12586,VEREADOR,CALÉ RODRIGUES DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,59,ENSINO FUNDAMENTAL COMPLETO,CAMBUCI
12587,VEREADOR,CAROLINA LEMOS MACEDO,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,34,SUPERIOR COMPLETO,RESENDE
12588,VEREADOR,MARCOS ZENÍCIO DO NASCIMENTO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PRETA,53,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
12589,VEREADOR,ROSIMARY CAMERINO PIRES DOS SANTOS,#NULO#,DEMOCRATAS,FEMININO,PARDA,59,SUPERIOR COMPLETO,ARARUAMA
12590,VEREADOR,WALDIR PETTMANT PINTO,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,BRANCA,56,SUPERIOR COMPLETO,NILÓPOLIS
12591,VEREADOR,MARCELINA APARECIDA DE JESUS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,PARDA,34,ENSINO FUNDAMENTAL COMPLETO,ITATIAIA
12592,VEREADOR,ALUIZIO FREITAS DOS REIS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,PRETA,55,ENSINO MÉDIO INCOMPLETO,DUQUE DE CAXIAS
12593,VEREADOR,MARIO SALES DE CASTRO JUNIOR,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,VALENÇA
12594,VEREADOR,ROSANE PERENZIM MARQUES,#NULO#,PARTIDO ECOLÓGICO NACIONAL,FEMININO,PARDA,49,ENSINO FUNDAMENTAL INCOMPLETO,DUQUE DE CAXIAS
12596,VEREADOR,EDNEY VIANA COSTA,#NULO#,PARTIDO PROGRESSISTA,FEMININO,BRANCA,46,ENSINO FUNDAMENTAL INCOMPLETO,AREAL
12597,VEREADOR,CLÁUDIO MONTEIRO BATISTA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,SEROPÉDICA
12598,VEREADOR,DJAIR SOARES DE MORAES JUNIOR,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,PARDA,50,ENSINO MÉDIO COMPLETO,CABO FRIO
12599,VEREADOR,VALDEMI MENDES DE OLIVEIRA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,PARDA,44,ENSINO MÉDIO COMPLETO,SEROPÉDICA
12600,VEREADOR,ROGERIO DOS SANTOS,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,PRETA,42,ENSINO MÉDIO COMPLETO,JAPERI
12601,VEREADOR,ANTONIO DE MEDEIROS E SILVA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,PARDA,56,ENSINO FUNDAMENTAL COMPLETO,JAPERI
12602,VEREADOR,VALTER DOS SANTOS,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,CABO FRIO
12603,VEREADOR,SEBASTIÃO RODRIGUES PRATA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,66,SUPERIOR COMPLETO,ITAGUAÍ
12604,VEREADOR,WALLACE FRANKLIN CRUZ,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,36,ENSINO MÉDIO COMPLETO,VASSOURAS
12605,VEREADOR,LEANDRO ALVES DE ALMEIDA SANTOS,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,PRETA,40,SUPERIOR COMPLETO,RIO DE JANEIRO
12606,VEREADOR,JOSÉ HENRIQUE DA SILVA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,59,ENSINO FUNDAMENTAL COMPLETO,BARRA MANSA
12607,VEREADOR,ANDRE HENRIQUE DE SOUZA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,AMARELA,37,ENSINO MÉDIO COMPLETO,QUEIMADOS
12608,VEREADOR,JOAQUIM LEONARDO GUERIM,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,66,ENSINO FUNDAMENTAL INCOMPLETO,VOLTA REDONDA
12609,VEREADOR,ALLAN CLAUDIO COSTA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,41,ENSINO MÉDIO COMPLETO,NITERÓI
12610,VEREADOR,CECILIA RIBEIRO CABRAL,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,50,SUPERIOR COMPLETO,MANGARATIBA
12611,VEREADOR,LUIZ EDUARDO PAULA LIMA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,51,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
12612,VEREADOR,ÉRICA CÁSSIA DA SILVA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,PRETA,38,SUPERIOR COMPLETO,VOLTA REDONDA
12613,VEREADOR,TEREZINHA QUEIROZ LIMA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,PARDA,47,ENSINO FUNDAMENTAL COMPLETO,ITATIAIA
12614,VEREADOR,JOSE LEANDRO DE OLIVEIRA LEITÃO CARDOSO,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,33,SUPERIOR COMPLETO,CAMPOS DOS GOYTACAZES
12615,VEREADOR,GESIEL CARLOS DO COUTO ROCHA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,PARDA,37,ENSINO FUNDAMENTAL INCOMPLETO,TRÊS RIOS
12616,VEREADOR,JURANDI SOARES DO PORTO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,PARDA,58,ENSINO MÉDIO COMPLETO,NOVA IGUAÇU
12617,VEREADOR,ROSILENE IGNACIO DOS SANTOS,#NULO#,PARTIDO VERDE,FEMININO,PARDA,48,ENSINO MÉDIO COMPLETO,JAPERI
12618,VEREADOR,FRANCISCO BEZERRA DOS SANTOS,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,PARDA,49,ENSINO MÉDIO COMPLETO,SÃO GONÇALO
12619,VEREADOR,VERÔNICA CHAVES DE CARVALHO COSTA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,42,SUPERIOR INCOMPLETO,RIO DE JANEIRO
12620,VEREADOR,MANOEL ALVES JUNIOR,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,52,SUPERIOR COMPLETO,SÃO FRANCISCO DE ITABAPOANA
12621,VEREADOR,ADRIANO DO ESPIRITO SANTO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,44,SUPERIOR COMPLETO,DUQUE DE CAXIAS
12622,VEREADOR,RAMON VIEIRA FAUSTO SANTOS,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,33,SUPERIOR INCOMPLETO,ITABORAÍ
12623,VEREADOR,CLAUDINEI CARDOSO ALBINO,#NULO#,PARTIDO VERDE,MASCULINO,PARDA,45,ENSINO FUNDAMENTAL INCOMPLETO,CACHOEIRAS DE MACACU
12624,VEREADOR,HERMES GOMES BARRETO NETO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,35,SUPERIOR COMPLETO,RIO DE JANEIRO
12625,VEREADOR,EDSON PAIXÃO DOS ANJOS,#NULO#,PARTIDO VERDE,MASCULINO,PRETA,46,ENSINO MÉDIO COMPLETO,GUAPIMIRIM
12626,VEREADOR,JORGE BRAZ DE OLIVEIRA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,PARDA,63,SUPERIOR INCOMPLETO,RIO DE JANEIRO
12627,VEREADOR,VAGNER FORTUNATO SOARES,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,30,SUPERIOR COMPLETO,PARAÍBA DO SUL
12628,VEREADOR,JOSE ANTONIO FILHO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,PRETA,54,ENSINO MÉDIO COMPLETO,PARAÍBA DO SUL
12629,VEREADOR,MADALENA DOS SANTOS SILVA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,BRANCA,42,ENSINO MÉDIO COMPLETO,GUAPIMIRIM
12630,VEREADOR,JOAQUIM LOURENÇO DE OLIVEIRA E SILVA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,60,ENSINO MÉDIO INCOMPLETO,RIO DE JANEIRO
12631,VEREADOR,EDIMO GOMES FERREIRA DE ABREU,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,39,ENSINO MÉDIO COMPLETO,CASIMIRO DE ABREU
12632,VEREADOR,ELTON MAXIMIANO VIEIRA DA SILVA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,AMARELA,34,LÊ E ESCREVE,CARAPEBUS
12633,VEREADOR,ADRIAN  GABRIEL CAMPOS POGGI DE ARAUJO IDELFONSO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,36,SUPERIOR COMPLETO,RIO DE JANEIRO
12634,VEREADOR,PABLO DAMASIO DO ESPIRITO SANTO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PRETA,49,ENSINO FUNDAMENTAL INCOMPLETO,ANGRA DOS REIS
12635,VEREADOR,NAYLON ANGELO DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,32,ENSINO MÉDIO COMPLETO,RIO CLARO
12636,VEREADOR,EDILEIA DOS SANTOS RITA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,PRETA,38,ENSINO MÉDIO INCOMPLETO,ARMAÇÃO DOS BÚZIOS
12637,VEREADOR,DEISIANE SANTANA DE MORAES,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,BRANCA,34,ENSINO MÉDIO COMPLETO,ITAGUAÍ
12638,VEREADOR,ESPEDITO MONTEIRO DE ALMEIDA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PRETA,42,SUPERIOR COMPLETO,BARRA DO PIRAÍ
12639,VEREADOR,TULIO CURCIO DE MENDONÇA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,28,ENSINO MÉDIO COMPLETO,BOM JESUS DO ITABAPOANA
12640,VEREADOR,LUCAS SOARES FARIA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,PARDA,31,ENSINO MÉDIO INCOMPLETO,SEROPÉDICA
12641,VEREADOR,ANNA PAULA LOPES DA COSTA ASSIS,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,PRETA,29,SUPERIOR COMPLETO,RESENDE
12642,VEREADOR,JOSEMAR DE AZEVEDO PEREIRA,#NULO#,PARTIDO VERDE,MASCULINO,PARDA,47,ENSINO FUNDAMENTAL COMPLETO,PATY DO ALFERES
12643,VEREADOR,MARCOS  HENRIQUE DE AZEREDO MELLO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,54,SUPERIOR INCOMPLETO,SÃO PEDRO DA ALDEIA
12644,VEREADOR,PABLO MATEUS DA SILVA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,PRETA,25,ENSINO MÉDIO INCOMPLETO,SÃO JOSÉ DE UBÁ
12645,VEREADOR,VALERIA QUEIROZ SILVA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,PARDA,50,ENSINO FUNDAMENTAL COMPLETO,SÃO GONÇALO
12646,VEREADOR,SONIA MARIA ROSA SILVA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,57,ENSINO MÉDIO COMPLETO,ENGENHEIRO PAULO DE FRONTIN
12647,VEREADOR,ADILSON ANTONIO SALES,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,PARDA,42,ENSINO MÉDIO COMPLETO,PORTO REAL
12648,VEREADOR,MARCOS DAVI DE SOUZA,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,45,ENSINO MÉDIO COMPLETO,SILVA JARDIM
12649,VEREADOR,EDILSON DOS SANTOS ROSARIO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,61,SUPERIOR COMPLETO,PARATY
12650,VEREADOR,LUIZ CARLOS DOS SANTOS MACHADO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,44,ENSINO FUNDAMENTAL COMPLETO,NITERÓI
12651,VEREADOR,RENÊ MACHADO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,53,SUPERIOR COMPLETO,MARICÁ
12652,VEREADOR,RAILDA FRANÇA PILOTO,#NULO#,DEMOCRATAS,FEMININO,PARDA,52,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
12653,VEREADOR,PAULO CESAR GRACIANI ROSA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,BRANCA,56,ENSINO FUNDAMENTAL COMPLETO,RESENDE
12654,VEREADOR,JUREMA CONCEIÇÃO JERONIMO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,PRETA,59,ENSINO MÉDIO COMPLETO,BELFORD ROXO
12655,VEREADOR,JORGE IBERE DE MELLO,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,72,ENSINO MÉDIO COMPLETO,VASSOURAS
12656,VEREADOR,JORCELINO GOMES GUIMARÃES,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,50,ENSINO FUNDAMENTAL INCOMPLETO,PATY DO ALFERES
12657,VEREADOR,LUCIMAR DE MORAES SILVA FERREIRA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,PRETA,46,ENSINO FUNDAMENTAL COMPLETO,BARRA DO PIRAÍ
12658,VEREADOR,IVAN PEDRO ALVES,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,PARDA,53,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
12659,VEREADOR,JOSÉ CLAUDIO FERREIRA LOBO,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,50,ENSINO FUNDAMENTAL COMPLETO,CABO FRIO
